player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jaden Hardy,150904,DI,W KENTUCKY,12,0,0,346,56.6,0,5,157,100.0,3.2,5,0,1.6,0,173,173,5,0,54.5,0,2,48,100.0,2.1,1,2.1,0,49,49,2
Jeremiah Brown,150923,LB,COLORADO,10,0,0,143,57.6,0,2,53,27.9,11.3,6,0,3.8,1,201,56,3,0,59.1,0,2,24,34.7,16.7,4,8.3,1,72,25,3
KaTron Evans,150926,DI,MARSHALL,12,0,1,214,67.2,1,5,109,100.0,8.3,9,2,2.8,0,116,116,6,0,54.9,0,1,12,100.0,0.0,0,4.2,0,14,14,1
Baron Hopson,150929,LB,KENNESAW,14,1,0,200,68.8,0,9,37,11.6,13.5,5,1,14.9,1,378,44,10,0,51.5,0,3,8,10.9,0.0,0,18.8,0,92,10,3
CJ Nunnally IV,150931,ED,PURDUE,12,0,0,273,66.7,4,15,198,76.5,10.6,21,0,6.8,4,272,208,23,0,73.9,4,8,78,81.6,15.4,12,11.5,3,98,80,15
Gentle Hunt,150996,DI,ILLINOIS,12,0,0,187,59.5,0,4,97,100.0,5.2,5,0,3.1,1,101,101,5,0,60.6,0,1,37,100.0,8.1,3,4.1,1,40,40,2
Zion Wilson,151063,DI,E CAROLINA,13,2,0,156,68.9,5,18,259,99.3,7.3,19,0,6.8,6,274,272,29,1,54.4,1,7,63,98.5,3.2,2,6.3,0,68,67,8
Bryce Carter,151075,DI,TEXAS ST,10,0,0,314,61.4,2,6,156,99.4,5.8,9,1,3.2,1,168,167,9,0,60.7,1,1,47,100.0,4.3,2,4.3,1,50,50,3
Michael Diatta,151079,DI,OKLA STATE,11,0,0,262,58.2,0,4,92,99.0,3.3,3,1,2.2,0,101,100,4,0,59.5,0,2,25,96.4,4.0,1,4.0,0,28,27,2
James Jackson,151086,LB,VIRGINIA,14,2,0,335,64.7,5,6,36,14.0,8.3,3,1,15.3,0,272,38,11,1,60.6,3,1,20,20.4,0.0,0,10.0,0,108,22,4
Langston Long,151091,LB,TOLEDO,12,0,1,316,46.2,0,0,11,7.6,0.0,0,3,0.0,0,157,12,0,0,46.2,0,0,1,5.0,0.0,0,0.0,0,40,2,0
Jacob Rodriguez,151095,LB,TEXAS TECH,14,2,0,315,61.4,2,3,35,8.2,2.9,1,0,10.0,1,487,40,6,1,62.1,2,2,12,10.7,8.3,1,16.7,0,149,16,4
West Weeks,151101,LB,LSU,11,0,0,211,64.0,1,9,51,18.2,3.9,2,3,15.7,3,308,56,13,0,57.2,1,4,20,20.5,0.0,0,17.5,1,117,24,6
Devin Aupiu,151116,ED,UCLA,10,0,0,324,61.5,1,5,108,96.7,3.7,4,1,3.7,1,121,117,7,0,71.2,0,2,35,100.0,8.6,3,5.7,1,37,37,3
Alvin Gulley Jr.,151143,DI,N ILLINOIS,11,1,0,254,66.6,3,4,127,100.0,4.7,6,1,4.3,2,132,132,9,1,62.4,1,3,37,100.0,8.1,3,5.4,0,38,38,4
Tamatoa McDonough,151151,ED,IOWA STATE,12,0,0,193,54.0,2,14,263,98.2,5.7,15,0,3.8,2,277,272,18,0,52.8,1,4,35,95.0,5.7,2,10.0,1,40,38,6
Dean Shaffer,151157,LB,UMASS,4,0,0,216,53.5,1,1,3,6.8,0.0,0,0,33.3,0,44,3,2,0,64.5,1,0,1,20.0,0.0,0,50.0,0,5,1,1
Luke Dillingham,151172,LB,TEXAS TECH,4,0,0,315,64.9,0,2,4,23.5,25.0,1,0,25.0,0,17,4,2,0,,0,0,0,0.0,,0,,0,4,0,0
Breon Noel,151309,S,CHARLOTTE,1,0,0,136,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Neil Campbell,151435,CB,UTEP,9,1,0,330,91.2,0,4,12,5.6,25.0,3,2,33.3,2,233,13,6,0,58.7,0,0,0,1.8,,0,,0,55,1,0
Chris Crouch,153213,S,GA SOUTHRN,9,0,0,174,58.2,0,2,6,12.7,33.3,2,1,16.7,0,55,7,2,0,60.2,0,2,5,38.5,40.0,2,20.0,0,13,5,2
Naejaun Barber,154018,DI,FAU,12,0,0,165,56.2,0,7,174,100.0,4.0,7,1,2.6,1,184,184,8,0,57.4,0,4,44,100.0,6.8,3,4.5,0,48,48,4
Josh Burney,154086,DI,PURDUE,3,0,0,273,61.6,0,0,19,100.0,5.3,1,0,0.0,0,20,20,0,0,57.8,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Jamere Jones,154315,S,TEMPLE,11,0,0,306,66.0,0,0,10,6.5,10.0,1,2,10.0,1,184,12,1,0,56.1,0,0,2,7.3,0.0,0,0.0,0,55,4,0
Gavin Ransaw,154474,DI,ARK STATE,10,0,0,113,57.3,0,2,75,100.0,2.7,2,1,1.3,0,78,78,2,0,54.0,0,1,16,100.0,0.0,0,3.1,0,17,17,1
Kode Lowe,154588,S,UTEP,12,0,0,330,73.2,1,3,14,9.5,14.3,2,0,14.3,0,147,14,4,0,56.4,0,0,2,7.4,0.0,0,0.0,0,27,2,0
Pooda Walker,154594,DI,MEMPHIS,13,0,0,218,63.5,2,8,202,100.0,6.4,13,0,3.5,2,215,215,12,0,60.3,1,2,49,100.0,6.1,3,5.1,1,52,52,4
Ben Finneseth,154599,S,COLORADO,7,0,0,143,66.4,2,1,4,4.3,0.0,0,0,37.5,0,115,5,3,0,69.2,2,0,2,6.7,0.0,0,50.0,0,45,3,2
Al-Ma'hi Ali,154696,S,W KENTUCKY,9,0,1,346,57.0,0,2,2,0.9,0.0,0,2,50.0,0,219,2,2,0,59.9,0,1,1,1.1,0.0,0,50.0,0,91,1,1
Tim Grant-Randall,154699,DI,UMASS,12,1,0,216,59.6,2,7,214,100.0,4.2,9,0,3.0,2,225,225,11,0,55.5,0,1,66,100.0,4.5,3,0.8,0,69,69,1
Kaci Seegars,155197,ED,OHIO,3,0,0,259,59.4,0,1,13,61.9,7.7,1,0,3.8,0,21,13,1,0,56.8,0,0,4,50.0,0.0,0,0.0,0,8,4,0
Jakari Foster,155252,S,LA TECH,13,1,0,208,85.7,3,2,6,1.6,16.7,1,1,41.7,0,387,6,5,0,66.2,0,0,2,1.9,50.0,1,0.0,0,105,2,0
Tristan Marois,155288,ED,COLORADO,5,0,0,143,68.9,0,0,12,92.3,8.3,1,1,0.0,0,13,12,0,0,73.2,0,0,7,87.5,14.3,1,0.0,0,8,7,0
Caden Biser,155289,LB,W VIRGINIA,2,0,0,343,67.2,1,0,4,40.0,25.0,1,0,12.5,0,10,4,1,0,69.4,1,0,2,100.0,50.0,1,25.0,0,2,2,1
Blake Boenisch,155566,DI,RICE,13,1,0,275,63.1,0,3,251,99.6,3.6,9,2,1.0,1,272,271,4,0,66.5,0,2,71,100.0,5.6,4,2.8,1,80,80,3
Elin Jones,155656,ED,W KENTUCKY,9,1,0,346,61.4,2,12,171,99.5,5.8,10,0,4.1,0,188,187,14,0,58.9,1,5,45,100.0,8.9,4,6.7,0,53,53,6
Ty Davis,155756,LB,TEMPLE,10,0,0,306,59.8,1,1,12,17.9,0.0,0,1,8.3,0,78,14,2,0,56.5,0,0,3,20.0,0.0,0,0.0,0,15,3,0
Jalen McClendon,155787,CB,BOWL GREEN,12,0,1,122,75.7,0,0,1,0.5,0.0,0,7,100.0,1,378,2,1,0,,0,0,0,0.0,,0,,0,114,0,0
Kyle Taylor,155840,LB,ARK STATE,11,0,0,113,59.9,1,2,24,9.2,4.2,1,2,6.3,0,273,25,3,0,61.8,0,1,11,12.8,9.1,1,4.5,0,86,11,1
Chris Victor,155855,ED,CAL,11,0,0,130,64.8,3,12,122,90.9,12.3,15,1,7.8,2,143,130,17,0,62.1,1,7,53,95.2,15.1,8,7.5,0,62,59,8
Lucas Banks,155860,DI,ARK STATE,6,0,0,113,62.7,0,2,26,100.0,7.7,2,1,3.8,0,26,26,2,0,63.3,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Zae Smith,155866,DI,CAL,5,0,0,130,66.3,0,6,40,100.0,12.5,5,0,7.5,0,45,45,6,0,70.6,0,4,16,100.0,25.0,4,12.5,0,19,19,4
Eric O'Neill,155869,ED,RUTGERS,12,1,0,278,71.5,10,27,248,99.6,12.9,32,1,9.1,4,263,262,41,0,72.5,4,19,95,100.0,17.9,17,14.2,2,102,102,25
Dru Polidore Jr.,155951,S,CAL,11,0,0,130,55.1,0,0,5,1.6,0.0,0,1,0.0,0,319,5,0,0,,0,0,0,0.0,,0,,0,105,0,0
Parker Robertson,155978,S,OKLA STATE,12,0,0,262,65.8,1,1,20,7.7,10.0,2,0,10.0,1,274,21,3,0,55.9,0,0,4,4.5,0.0,0,0.0,0,88,4,0
Nadame Tucker,156169,ED,W MICHIGAN,13,0,0,347,93.3,6,41,296,96.0,28.4,84,4,12.7,14,329,316,61,0,93.9,5,23,130,96.6,40.8,53,18.5,10,145,140,38
Amipeleasi Langi Jr.,156172,DI,TEXAS ST,13,0,0,314,66.6,1,9,140,100.0,8.6,12,1,4.3,1,150,150,11,0,68.9,1,4,36,100.0,13.9,5,9.7,1,38,38,6
London Hall,156187,S,TEMPLE,9,1,0,306,91.2,0,1,5,14.3,60.0,3,0,10.0,0,35,5,1,0,83.1,0,1,2,28.6,100.0,2,25.0,0,7,2,1
Jhalyn Shuler,156212,LB,USF,13,2,0,327,73.8,6,12,92,19.8,14.1,13,2,15.2,5,474,94,23,1,67.0,2,8,40,23.6,12.5,5,20.0,3,174,41,13
Aamaris Brown,156213,S,UNLV,13,0,1,325,73.5,1,4,25,7.0,4.0,1,4,22.0,3,386,27,8,0,85.0,1,2,8,7.5,0.0,0,56.3,3,107,8,6
Tavin Ward,156214,S,USF,10,0,0,327,58.9,0,0,1,0.2,0.0,0,1,0.0,0,403,1,0,0,58.9,0,0,1,0.6,0.0,0,0.0,0,155,1,0
Edwin Kolenge,156222,ED,BOSTON COL,12,0,0,121,64.4,3,13,185,90.6,8.6,16,1,4.9,1,212,192,17,0,66.7,1,8,61,91.2,16.4,10,9.0,1,68,62,10
Caden Story,156229,ED,CLEMSON,4,0,0,140,65.6,0,3,36,92.5,11.1,4,0,6.9,1,40,37,4,0,61.2,0,1,16,84.2,12.5,2,3.1,0,19,16,1
Jahiem Lawson,156235,ED,CLEMSON,11,2,0,140,73.4,3,19,169,86.5,14.8,25,2,8.9,4,200,173,26,1,85.0,0,15,72,94.9,27.8,20,16.0,4,79,75,19
Wade Woodaz,156237,LB,CLEMSON,12,2,1,140,54.4,0,6,56,15.5,1.8,1,3,7.1,1,380,59,7,0,55.2,0,1,15,13.9,0.0,0,10.0,1,115,16,2
Kobe McCloud,156240,LB,CLEMSON,13,1,0,140,60.8,0,2,19,15.5,5.3,1,1,5.3,0,129,20,2,0,60.6,0,1,7,13.2,14.3,1,7.1,0,53,7,1
Caleb Nix,156242,S,JVILLE ST,14,0,0,196,57.6,0,0,8,2.0,0.0,0,2,0.0,0,408,8,0,0,59.9,0,0,1,0.8,0.0,0,0.0,0,118,1,0
TJ Dottery,156243,LB,OLE MISS,15,1,0,226,51.7,2,9,63,12.0,4.8,3,2,10.3,1,540,65,12,0,50.0,0,4,23,20.5,8.7,2,13.0,1,122,25,5
Kylon Griffin,156244,S,CLEMSON,7,0,0,140,55.5,0,0,2,5.5,0.0,0,0,0.0,0,55,3,0,0,56.2,0,0,1,7.1,0.0,0,0.0,0,28,2,0
Jeadyn Lukus,156247,CB,CLEMSON,9,0,0,140,55.4,0,1,1,0.8,0.0,0,1,50.0,0,122,1,1,0,,0,0,0,0.0,,0,,0,47,0,0
Vincent Anthony Jr.,156256,ED,DUKE,13,2,4,154,64.7,7,18,302,92.3,11.3,34,10,6.5,7,350,323,32,0,64.2,3,6,107,88.9,12.1,13,7.9,4,126,112,13
Chandler Rivers,156257,CB,DUKE,13,1,0,154,66.8,0,6,22,4.6,18.2,4,2,13.6,0,505,23,6,0,56.0,0,2,11,6.3,18.2,2,9.1,0,176,11,2
Dante Anderson,156265,ED,FIU,12,0,0,166,77.1,1,5,88,98.9,11.4,10,0,6.8,3,94,93,9,0,89.7,1,3,35,100.0,22.9,8,11.4,2,36,36,6
Daniel Lyons,156266,DI,FLORIDA ST,12,0,0,167,58.4,0,12,184,99.5,4.9,9,1,4.9,3,193,192,15,0,61.2,0,6,54,98.3,9.3,5,7.4,1,59,58,7
Bishop Thomas,156268,DI,GA STATE,12,1,0,175,72.0,5,9,217,99.6,8.8,19,0,4.6,3,236,235,17,0,70.5,2,4,70,100.0,15.7,11,5.7,1,76,76,7
Aaron Hester,156269,ED,LIBERTY,12,1,0,206,76.6,1,15,134,97.2,17.2,23,0,6.0,0,144,140,16,0,72.2,0,7,41,93.6,26.8,11,8.5,0,47,44,7
AJ Cottrill,156273,LB,FLORIDA ST,7,0,0,167,78.0,0,4,13,24.1,15.4,2,0,38.5,3,58,14,7,0,61.8,0,2,4,25.0,25.0,1,25.0,0,20,5,2
Omar Graham Jr.,156275,LB,FLORIDA ST,12,0,0,167,55.0,0,4,32,20.1,6.3,2,0,6.3,0,159,32,4,0,50.6,0,1,7,17.1,0.0,0,7.1,0,41,7,1
Sam McCall,156278,CB,GA STATE,7,0,0,175,58.7,0,0,1,4.0,0.0,0,0,0.0,0,50,2,0,0,,0,0,0,0.0,,0,,0,10,0,0
Tae Woody,156288,DI,LA MONROE,10,0,1,209,65.1,3,4,103,99.1,5.8,6,2,4.4,1,115,114,8,0,72.0,0,3,25,100.0,16.0,4,10.0,1,29,29,4
Rodney Shelley,156300,CB,GA TECH,11,0,0,176,55.8,0,1,4,1.9,25.0,1,4,12.5,0,258,5,1,0,,0,0,0,0.0,,0,,0,85,0,0
K.J. Miles,156302,DI,TEMPLE,12,1,0,306,58.5,3,5,123,99.2,4.1,5,0,3.3,0,132,131,8,1,63.4,2,1,33,100.0,9.1,3,4.5,0,35,35,3
Horace Lockett,156304,DI,UCF,4,2,0,323,87.8,1,3,56,100.0,10.7,6,1,5.4,1,58,58,5,0,67.3,0,1,21,100.0,9.5,2,7.1,1,23,23,2
Clayton Powell-Lee,156305,S,GA TECH,12,1,0,176,74.2,1,4,8,2.5,0.0,0,2,31.3,0,361,9,5,0,64.9,0,3,3,2.9,0.0,0,50.0,0,138,4,3
Kyle Efford,156306,LB,GA TECH,13,0,0,176,64.3,2,4,34,11.4,0.0,0,0,14.7,2,298,34,8,0,66.2,0,2,13,12.6,0.0,0,23.1,2,103,13,4
D.J. Moore,156310,S,GA TECH,1,0,0,176,59.4,0,0,0,9.1,,0,1,,0,11,1,0,0,59.4,0,0,0,25.0,,0,,0,4,1,0
Tawfiq Thomas,156312,DI,COLORADO,4,0,0,143,81.2,0,4,40,100.0,12.5,5,0,5.0,0,42,42,4,0,86.4,0,3,15,100.0,26.7,4,10.0,0,16,16,3
Selah Brown,156314,DI,LOUISVILLE,2,0,0,210,57.4,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
D'Angelo Hutchinson,156316,S,LOUISVILLE,13,0,0,210,57.6,0,3,8,1.8,12.5,1,2,18.8,0,456,8,3,0,59.6,0,2,4,2.3,25.0,1,25.0,0,175,4,2
Popeye Williams,156317,ED,W MICHIGAN,7,0,0,347,55.7,0,2,21,95.7,9.5,2,0,4.8,0,23,22,2,0,54.2,0,0,6,87.5,0.0,0,0.0,0,8,7,0
Antonio Watts,156327,S,LOUISVILLE,10,1,0,210,73.0,2,7,54,15.5,5.6,3,1,13.9,3,362,56,12,0,67.9,0,2,14,11.4,14.3,2,14.3,1,140,16,3
Nyjalik Kelly,156339,ED,UCF,12,2,1,323,80.9,3,20,204,83.6,14.2,29,5,7.1,3,256,214,26,0,84.5,3,10,75,92.1,21.3,16,11.3,2,89,82,15
Wesley Bissainthe,156341,LB,MIAMI FL,16,0,0,220,57.7,1,1,24,6.7,4.2,1,2,12.5,2,386,26,4,0,62.7,1,0,13,9.0,7.7,1,19.2,2,156,14,3
Travis Shaw,156345,DI,TEXAS,13,0,0,311,61.7,0,1,99,100.0,2.0,2,0,0.5,0,102,102,1,0,63.7,0,0,24,100.0,4.2,1,0.0,0,25,25,0
Sebastian Cheeks,156346,ED,WISCONSIN,12,0,0,349,68.6,6,20,201,84.8,14.4,29,1,7.0,1,244,207,27,0,65.5,2,16,91,86.4,22.0,20,11.0,1,110,95,19
Beau Atkinson,156348,ED,OHIO STATE,12,0,0,260,54.7,3,12,119,94.1,9.2,11,2,7.1,1,135,127,16,0,55.4,1,6,41,90.4,12.2,5,8.5,0,52,47,7
Sean FitzSimmons,156358,DI,PITTSBURGH,10,0,0,268,64.1,2,8,155,100.0,7.1,11,0,3.9,1,165,165,11,0,61.3,1,3,51,100.0,7.8,4,5.9,1,52,52,5
Samuel Okunlola,156361,ED,COLORADO,1,0,0,143,64.8,0,0,10,100.0,10.0,1,0,0.0,0,11,11,0,0,61.3,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Trey McDonald,156384,ED,VIRGINIA,2,0,0,335,56.3,0,0,6,60.0,0.0,0,0,0.0,0,10,6,0,0,56.9,0,0,3,50.0,0.0,0,0.0,0,6,3,0
Carlo Thompson,156385,S,GA SOUTHRN,1,0,0,174,59.8,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Terrell Jones,156391,DI,VIRGINIA,2,0,0,335,60.9,1,1,28,100.0,3.6,1,0,3.6,0,29,29,2,0,60.1,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Dasan McCullough,156403,ED,NEBRASKA,11,1,1,238,67.5,3,11,146,75.6,10.3,15,3,6.2,2,205,155,16,0,71.5,3,7,80,86.7,15.0,12,7.5,1,98,85,11
Kaiden Turner,156405,LB,INDIANA,10,0,0,190,63.9,0,0,5,10.6,20.0,1,0,0.0,0,47,5,0,0,65.3,0,0,4,22.2,25.0,1,0.0,0,18,4,0
Phillip Dunnam,156406,S,UCF,12,0,1,323,56.5,0,0,3,1.0,0.0,0,2,0.0,0,387,4,0,0,58.0,0,0,1,1.6,0.0,0,0.0,0,129,2,0
James Monds III,156407,CB,E MICHIGAN,6,0,0,160,56.6,0,1,2,3.0,0.0,0,1,25.0,0,66,2,1,0,,0,0,0,0.0,,0,,0,31,0,0
Jamari Sharpe,156408,CB,INDIANA,16,0,0,190,65.3,0,0,2,0.4,50.0,1,3,0.0,0,536,2,0,0,63.7,0,0,1,0.5,100.0,1,0.0,0,212,1,0
Isaiah Jones,156409,LB,INDIANA,16,1,0,190,75.0,5,12,105,25.8,17.1,18,0,14.8,7,414,107,24,0,73.8,3,6,51,33.8,19.6,10,18.6,5,154,52,14
J'mari Monette,156412,DI,INDIANA,7,0,0,190,72.4,0,1,22,100.0,9.1,2,0,2.3,0,22,22,1,0,62.7,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Nick James,156413,DI,PITTSBURGH,13,2,0,268,67.1,5,17,285,100.0,7.7,22,2,4.2,1,295,295,23,0,63.5,1,7,110,100.0,6.4,7,4.5,1,115,115,9
Louis Moore,156415,S,INDIANA,16,0,0,190,63.1,0,0,6,1.2,0.0,0,0,16.7,1,512,6,1,0,69.2,0,0,1,0.5,0.0,0,100.0,1,197,1,1
Race Stewart,156417,DI,W MICHIGAN,14,0,0,347,60.0,1,1,99,100.0,4.0,4,0,3.0,2,106,106,4,0,58.0,0,1,28,100.0,7.1,2,5.4,1,31,31,2
Xavier Nwankpa,156431,S,IOWA,13,0,0,192,69.3,0,4,10,2.6,30.0,3,0,20.0,0,416,11,4,0,78.2,0,2,5,3.1,40.0,2,20.0,0,193,6,2
Landyn Van Kekerix,156434,LB,IOWA,6,0,0,192,60.0,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Jayden Montgomery,156435,LB,IOWA,11,0,0,192,69.1,3,4,25,11.5,0.0,0,0,14.0,0,234,27,7,0,58.4,1,1,7,7.5,0.0,0,14.3,0,107,8,2
Koen Entringer,156437,S,IOWA,13,0,0,192,66.5,2,0,9,2.5,11.1,1,4,11.1,0,396,10,2,0,60.3,1,0,4,2.6,0.0,0,12.5,0,189,5,1
Luke Gaffney,156438,DI,IOWA,3,1,0,192,73.6,0,1,10,100.0,10.0,1,0,5.0,0,10,10,1,1,81.6,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Dominic Wiseman,156439,DI,S ALABAMA,11,0,0,288,63.1,2,7,104,100.0,7.7,8,1,5.3,1,110,110,10,0,61.9,1,3,30,100.0,10.0,3,6.7,0,31,31,4
Will Hubert,156440,DI,IOWA,8,0,0,192,77.5,0,4,29,100.0,17.2,5,1,6.9,0,30,30,4,0,82.5,0,3,14,100.0,28.6,4,10.7,0,14,14,3
Deshaun Lee,156442,CB,IOWA,12,0,0,192,53.1,0,0,2,0.6,0.0,0,3,0.0,0,328,2,0,0,55.4,0,0,1,0.7,0.0,0,0.0,0,151,1,0
Brian Allen,156444,ED,IOWA,13,1,0,192,79.5,5,12,154,98.2,12.3,19,2,7.5,3,167,164,20,1,80.5,3,11,82,97.8,14.6,12,11.0,2,89,87,16
Aaron Graves,156445,DI,IOWA,13,1,1,192,86.7,8,9,313,99.7,15.7,49,2,4.3,5,332,331,22,1,89.9,5,7,150,99.4,23.3,35,7.3,5,161,160,17
Jaishawn Barham,156452,ED,MICHIGAN,12,1,1,222,71.6,9,9,153,72.0,13.1,20,6,7.8,3,225,162,21,0,67.3,6,8,65,72.2,20.0,13,12.3,1,97,70,15
Gavin Gibson,156453,S,N CAROLINA,12,1,0,245,71.1,0,1,5,1.3,0.0,0,2,10.0,0,377,5,1,0,57.8,0,0,2,1.5,0.0,0,0.0,0,136,2,0
Ernest Hausmann,156458,LB,MICHIGAN,10,0,0,222,67.4,5,9,48,17.8,16.7,8,0,16.7,1,292,52,15,0,65.5,2,5,21,21.8,19.0,4,21.4,1,110,24,8
Malcolm Hartzog Jr.,156462,S,NEBRASKA,2,0,0,238,56.3,0,1,3,6.7,0.0,0,1,16.7,0,45,3,1,0,58.6,0,1,1,5.6,0.0,0,50.0,0,18,1,1
Jalil Martin,156472,S,SYRACUSE,4,0,0,304,55.4,0,1,4,12.1,0.0,0,1,12.5,0,33,4,1,0,58.9,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Javier Morton,156475,S,TEMPLE,9,0,0,306,52.7,0,0,7,4.8,0.0,0,0,0.0,0,189,9,0,0,55.4,0,0,4,7.4,0.0,0,0.0,0,54,4,0
DeShon Singleton,156476,S,NEBRASKA,12,1,0,238,88.2,3,2,14,4.7,21.4,3,2,25.0,1,321,15,6,0,86.3,2,1,6,4.3,16.7,1,41.7,1,138,6,4
C.J. Hicks,156483,ED,OHIO STATE,4,0,0,260,78.2,0,6,23,79.3,30.4,7,0,13.0,0,29,23,6,0,66.5,0,1,8,72.7,12.5,1,6.3,0,11,8,1
Jyaire Brown,156484,CB,UCF,4,0,1,323,63.7,0,0,0,1.3,,0,1,,0,76,1,0,0,,0,0,0,0.0,,0,,0,38,0,0
Ryan Turner,156485,CB,PURDUE,7,0,0,273,76.5,0,0,1,1.8,0.0,0,0,100.0,1,55,1,1,0,76.5,0,0,1,7.1,0.0,0,100.0,1,14,1,1
Gabe Powers,156486,LB,KANSAS ST,10,0,0,199,61.8,0,4,19,26.9,15.8,3,1,10.5,0,78,21,4,0,63.1,0,1,4,17.4,25.0,1,12.5,0,23,4,1
Caden Curry,156488,ED,OHIO STATE,14,2,0,260,88.7,14,20,289,85.0,13.8,40,0,10.0,12,354,301,46,0,82.7,5,12,99,87.6,18.2,18,12.6,4,121,106,21
Joe Strickland,156496,DI,LIBERTY,12,0,0,206,55.7,0,7,81,98.9,6.2,5,0,5.6,1,91,90,8,0,53.4,0,3,32,100.0,3.1,1,4.7,0,37,37,3
J.P. Deeter,156498,DI,TEXAS ST,12,0,0,314,56.2,1,0,57,98.5,1.8,1,1,0.9,0,66,65,1,0,54.2,0,0,12,100.0,0.0,0,0.0,0,15,15,0
Moses Walker,156507,LB,RUTGERS,4,0,0,278,68.9,1,5,12,15.4,8.3,1,1,25.0,0,78,12,6,0,72.1,1,2,6,20.0,16.7,1,25.0,0,30,6,3
Q'yaeir Price,156508,ED,DELAWARE,3,0,0,151,66.7,0,2,24,96.2,4.2,1,0,12.5,2,26,25,4,0,68.1,0,1,6,100.0,0.0,0,25.0,1,7,7,2
Jaylen Wester,156530,LB,W KENTUCKY,13,1,2,346,70.1,3,6,60,16.2,13.3,8,3,10.8,2,402,65,11,1,72.5,0,2,17,16.5,23.5,4,11.8,1,109,18,3
Larry Preston,156538,CB,JVILLE ST,2,0,0,196,76.8,0,0,1,5.9,0.0,0,0,100.0,1,17,1,1,0,76.8,0,0,1,12.5,0.0,0,100.0,1,8,1,1
Antonio Patterson,156545,S,FIU,7,0,0,166,65.1,0,0,3,4.9,33.3,1,0,0.0,0,61,3,0,0,58.1,0,0,2,7.7,0.0,0,0.0,0,26,2,0
Hezekiah Masses,156555,CB,CAL,13,0,1,130,67.8,0,0,3,0.6,33.3,1,8,0.0,0,480,3,0,0,59.5,0,0,1,0.6,0.0,0,0.0,0,181,1,0
Percy Courtney Jr.,156556,LB,FIU,10,0,0,166,61.0,1,4,26,16.1,3.8,1,1,13.5,1,168,27,6,0,55.7,0,1,12,20.0,8.3,1,4.2,0,65,13,1
Steven Shannon,156560,ED,FIU,10,1,0,166,64.3,0,3,59,97.0,6.8,4,0,4.2,1,66,64,4,0,58.9,0,0,21,100.0,4.8,1,4.8,1,21,21,1
Patrick Smith-Young,156616,S,N TEXAS,13,0,0,251,57.8,0,0,5,2.0,0.0,0,0,0.0,0,255,5,0,0,59.9,0,0,1,1.7,0.0,0,0.0,0,59,1,0
Ethan Wesloski,156620,LB,N TEXAS,14,0,0,251,65.6,6,11,86,24.4,10.5,9,0,12.2,2,356,87,19,0,59.7,2,2,28,32.6,10.7,3,7.1,0,86,28,4
Cameron Robertson,156623,ED,SMU,10,4,1,287,78.9,13,25,340,93.0,14.7,50,6,7.4,6,388,361,44,0,81.1,10,17,140,92.0,21.4,30,13.2,5,162,149,32
Keyron Crawford,156660,ED,AUBURN,12,0,1,115,85.6,12,26,220,65.8,18.2,40,4,10.9,5,366,241,43,0,87.2,6,20,100,81.6,27.0,27,17.0,4,136,111,30
Javante Mackey,156661,LB,ARK STATE,5,0,0,113,62.3,1,2,14,20.3,14.3,2,0,10.7,0,69,14,3,0,63.8,0,1,1,7.7,100.0,1,50.0,0,13,1,1
Websley Etienne,156663,S,FIU,6,0,0,166,55.0,0,0,3,2.8,0.0,0,0,0.0,0,106,3,0,0,59.5,0,0,1,2.5,0.0,0,0.0,0,40,1,0
Josiah Robinson,156669,LB,GA STATE,12,0,0,175,61.8,1,11,48,13.4,10.4,5,0,16.7,2,397,53,14,0,58.6,1,6,24,24.1,8.3,2,18.8,1,116,28,8
Tray Brown,156681,LB,COAST CAR,13,0,0,141,59.3,3,8,83,32.7,3.6,3,3,11.4,4,266,87,15,0,57.5,0,3,20,60.0,5.0,1,12.5,1,35,21,4
